seed,n_reference_samples,recent_samples_proportion,shap_classifier,shap_mode,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),drifts
1778251959,3000,0.1,lightgbm,first,0.7,0.11960416666666666,0.11960416666666666,0.21641666666666667,0.21641666666666667,0.5752291666666667,0.5752291666666667,0.21517483238518775,0.21517483238518775,0.577961096373994,0.577961096373994,"[9299, 21299, 56399]"
1778252057,3000,0.1,lightgbm,all,0.7,0.11952777777777779,0.11952777777777779,0.21583333333333332,0.21583333333333332,0.5744166666666667,0.5744166666666667,0.21455182018476426,0.21455182018476426,0.5770218715932822,0.5770218715932822,"[8999, 21299, 56399]"
1778252183,3000,0.1,lightgbm,first,0.7,0.11947916666666665,0.11947916666666665,0.215875,0.215875,0.5743125,0.5743125,0.21467378697549866,0.21467378697549866,0.576926646374942,0.576926646374942,"[8999, 20999, 56399]"
1778252280,3000,0.1,lightgbm,all,0.7,0.11947916666666665,0.11947916666666665,0.215875,0.215875,0.5743125,0.5743125,0.21467378697549866,0.21467378697549866,0.576926646374942,0.576926646374942,"[8999, 20999, 56399]"
1778252402,3000,0.1,lightgbm,first,0.7,0.11949685534591196,0.11949685534591196,0.21626834381551363,0.21626834381551363,0.5747589098532495,0.5747589098532495,0.215005166647814,0.215005166647814,0.57737620590927,0.57737620590927,"[8999, 21299, 56099]"
1778252498,3000,0.1,lightgbm,all,0.7,0.1195902777777778,0.1195902777777778,0.21645833333333334,0.21645833333333334,0.5752291666666667,0.5752291666666667,0.2152966719622584,0.2152966719622584,0.5779747617641889,0.5779747617641889,"[9299, 20999, 56399]"
1778252625,3000,0.1,lightgbm,first,0.7,0.11944793850454227,0.11944793850454227,0.21631027253668764,0.21631027253668764,0.5746540880503145,0.5746540880503145,0.2151278554224331,0.2151278554224331,0.5772826440931945,0.5772826440931945,"[8999, 20999, 56099]"
1778252722,3000,0.1,lightgbm,all,0.7,0.1195902777777778,0.1195902777777778,0.21645833333333334,0.21645833333333334,0.5752291666666667,0.5752291666666667,0.2152966719622584,0.2152966719622584,0.5779747617641889,0.5779747617641889,"[9299, 20999, 56399]"
1778252846,3000,0.1,lightgbm,first,0.7,0.1195737246680643,0.1195737246680643,0.2168553459119497,0.2168553459119497,0.5755765199161426,0.5755765199161426,0.21563192985189517,0.21563192985189517,0.5783231546836639,0.5783231546836639,"[9299, 21299, 56099]"
1778252938,3000,0.1,lightgbm,all,0.7,0.1349724871873049,0.1349724871873049,0.2174310727819156,0.2174310727819156,0.6223485343438303,0.6223485343438303,0.21661364082142887,0.21661364082142887,0.624998264677258,0.624998264677258,"[7199, 16799, 40799]"
