seed,n_reference_samples,recent_samples_proportion,shap_classifier,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1777651255,500,0.5,lightgbm,0.7,0.016732712829329633,0.016732712829329633,0.5421791201258115,0.5421791201258115,0.7262389612484375,0.7262389612484375,0.5147398510949811,0.5147398510949811,0.7256683900326455,0.7256683900326455,27.0362765229295,7900.0,292.2,0.0,"[12749, 14499, 18249, 19749, 28249, 33499, 38499, 38999, 39999, 46999, 52249]"
1777651341,500,0.5,lightgbm,0.7,0.01770381961161932,0.01770381961161932,0.5423286791847216,0.5423286791847216,0.7193668753009148,0.7193668753009148,0.5147954453066464,0.5147954453066464,0.7169743168015108,0.7169743168015108,5.835598629003663,9875.0,1692.2,0.0,"[12749, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 46999, 52249]"
1777651430,500,0.5,lightgbm,0.7,0.017099296525886317,0.017099296525886317,0.5421791201258115,0.5421791201258115,0.730271381910561,0.730271381910561,0.5146990016120171,0.5146990016120171,0.7294173660346398,0.7294173660346398,17.865219357756672,7900.0,442.2,0.0,"[12749, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 40749, 46999, 52249]"
1777651517,500,0.5,lightgbm,0.7,0.017099296525886317,0.017099296525886317,0.5421791201258115,0.5421791201258115,0.730271381910561,0.730271381910561,0.5146990016120171,0.5146990016120171,0.7294173660346398,0.7294173660346398,17.865219357756672,7900.0,442.2,0.0,"[12749, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 40749, 46999, 52249]"
1777651605,500,0.5,lightgbm,0.7,0.016833523345882718,0.016833523345882718,0.5420178232993266,0.5420178232993266,0.7271865801040365,0.7271865801040365,0.5146090946476839,0.5146090946476839,0.726434047781912,0.726434047781912,17.865219357756672,7900.0,442.2,0.0,"[12749, 14499, 18249, 19749, 28249, 33499, 38499, 38999, 40749, 46999, 52249]"
1777651692,500,0.5,lightgbm,0.7,0.017099296525886317,0.017099296525886317,0.5421791201258115,0.5421791201258115,0.730271381910561,0.730271381910561,0.5146990016120171,0.5146990016120171,0.7294173660346398,0.7294173660346398,17.865219357756672,7900.0,442.2,0.0,"[12749, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 40749, 46999, 52249]"
1777651781,500,0.5,lightgbm,0.7,0.017099296525886317,0.017099296525886317,0.5421791201258115,0.5421791201258115,0.730271381910561,0.730271381910561,0.5146990016120171,0.5146990016120171,0.7294173660346398,0.7294173660346398,17.865219357756672,7900.0,442.2,0.0,"[12749, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 40749, 46999, 52249]"
1777651870,500,0.5,lightgbm,0.7,0.016833523345882718,0.016833523345882718,0.5420178232993266,0.5420178232993266,0.7271865801040365,0.7271865801040365,0.5146090946476839,0.5146090946476839,0.726434047781912,0.726434047781912,17.865219357756672,7900.0,442.2,0.0,"[12749, 14499, 18249, 19749, 28249, 33499, 38499, 38999, 40749, 46999, 52249]"
1777651958,500,0.5,lightgbm,0.7,0.017099296525886317,0.017099296525886317,0.5421791201258115,0.5421791201258115,0.730271381910561,0.730271381910561,0.5146990016120171,0.5146990016120171,0.7294173660346398,0.7294173660346398,17.865219357756672,7900.0,442.2,0.0,"[12749, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 40749, 46999, 52249]"
1777652048,500,0.5,lightgbm,0.7,0.016998486009333222,0.016998486009333222,0.5423404169522965,0.5423404169522965,0.7293237630549619,0.7293237630549619,0.5148298479419545,0.5148298479419545,0.7286513108549365,0.7286513108549365,27.0362765229295,7900.0,292.2,0.0,"[12749, 14499, 17999, 19749, 28249, 33499, 38499, 38999, 39999, 46999, 52249]"
