seed,n_reference_samples,recent_samples_proportion,shap_classifier,shap_mode,threshold,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),mtr,mtfa,mtd,mdr,drifts
1777652553,500,0.5,lightgbm,first,0.7,0.08289285714285713,0.08289285714285713,0.31473214285714285,0.31473214285714285,0.7291964285714285,0.7291964285714285,0.22308900131050957,0.22308900131050957,0.7238047137868167,0.7238047137868167,0.36954915003695493,3500.0,9471.0,0.0,"[3499, 10749, 11999, 13999, 23499]"
1777652593,500,0.5,lightgbm,all,0.7,0.08289285714285713,0.08289285714285713,0.31473214285714285,0.31473214285714285,0.7291964285714285,0.7291964285714285,0.22308900131050957,0.22308900131050957,0.7238047137868167,0.7238047137868167,0.36954915003695493,3500.0,9471.0,0.0,"[3499, 10749, 11999, 13999, 23499]"
1777652636,500,0.5,lightgbm,first,0.7,0.0806517857142857,0.0806517857142857,0.3153125,0.3153125,0.7185714285714285,0.7185714285714285,0.22353306510530083,0.22353306510530083,0.7135667202795927,0.7135667202795927,0.3607503607503607,3416.6666666666665,9471.0,0.0,"[3749, 10749, 11999, 13999, 23499]"
1777652674,500,0.5,lightgbm,all,0.7,0.06965387509405568,0.06965387509405568,0.3148984198645598,0.3148984198645598,0.7328216704288939,0.7328216704288939,0.22394343139502917,0.22394343139502917,0.7270471321274279,0.7270471321274279,0.5573514658343551,5000.0,8971.0,0.0,"[3499, 10749, 11999, 13999, 22999, 23499]"
1777652715,500,0.5,lightgbm,first,0.7,0.08289285714285713,0.08289285714285713,0.31473214285714285,0.31473214285714285,0.7291964285714285,0.7291964285714285,0.22308900131050957,0.22308900131050957,0.7238047137868167,0.7238047137868167,0.36954915003695493,3500.0,9471.0,0.0,"[3499, 10749, 11999, 13999, 23499]"
1777652753,500,0.5,lightgbm,all,0.7,0.06965387509405568,0.06965387509405568,0.3148984198645598,0.3148984198645598,0.7328216704288939,0.7328216704288939,0.22394343139502917,0.22394343139502917,0.7270471321274279,0.7270471321274279,0.5573514658343551,5000.0,8971.0,0.0,"[3499, 10749, 11999, 13999, 22999, 23499]"
1777652795,500,0.5,lightgbm,first,0.7,0.08289285714285713,0.08289285714285713,0.31473214285714285,0.31473214285714285,0.7291964285714285,0.7291964285714285,0.22308900131050957,0.22308900131050957,0.7238047137868167,0.7238047137868167,0.36954915003695493,3500.0,9471.0,0.0,"[3499, 10749, 11999, 13999, 23499]"
1777652835,500,0.5,lightgbm,all,0.7,0.08289285714285713,0.08289285714285713,0.31473214285714285,0.31473214285714285,0.7291964285714285,0.7291964285714285,0.22308900131050957,0.22308900131050957,0.7238047137868167,0.7238047137868167,0.36954915003695493,3500.0,9471.0,0.0,"[3499, 10749, 11999, 13999, 23499]"
1777652875,500,0.5,lightgbm,first,0.7,0.08289285714285713,0.08289285714285713,0.31473214285714285,0.31473214285714285,0.7291964285714285,0.7291964285714285,0.22308900131050957,0.22308900131050957,0.7238047137868167,0.7238047137868167,0.36954915003695493,3500.0,9471.0,0.0,"[3499, 10749, 11999, 13999, 23499]"
1777652913,500,0.5,lightgbm,all,0.7,0.06965387509405568,0.06965387509405568,0.3148984198645598,0.3148984198645598,0.7328216704288939,0.7328216704288939,0.22394343139502917,0.22394343139502917,0.7270471321274279,0.7270471321274279,0.5573514658343551,5000.0,8971.0,0.0,"[3499, 10749, 11999, 13999, 22999, 23499]"
